Hashed ID,Conference ID,ID,Title,Published?,Start Date & Time,End Date & Time,Type/Track,Sub-type,Capacity,Description,Speakers,Moderators,Artists,Sponsors,Exhibitors,Volunteers,Room or Building Name,Physical Address,Link To Image File,Custom_1 (e.g. Company List),Custom_1 (e.g. Audience List),Custom_1 (e.g. Subject List),Custom_1 (e.g. Area List),Tags,Host Organization,Link to Registration or RSVP Page
"7a415fa97f903eba673abb5f5389c1e1","penguicon2017","150","How to kill a character, part 1: I don't do drugs, but my protagonist does!","N","2017-04-28 09:00","2017-04-28 10:00","Science","","0","A medically based primer for authors on booze, drugs and all the potentially deadly results of bad decision making","Kat","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Panel, Talk/Lecture (Single speaker discussing a topic, possibly taking questions)","","","","","",""
"7381109e381f6401c940cd5c9d1fbe88","penguicon2017","151","How to kill a character part 2: let's get weird.","N","2017-04-28 09:00","2017-04-28 10:00","Science","","0","A resource for authors that would like to reference bizarre, rare and often disgusting ways to kill a character","Kat","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Panel, Talk/Lecture (Single speaker discussing a topic, possibly taking questions)","","","","","",""
"b62ccb99b1a82952e2063214e4e71ff1","penguicon2017","152","Ukulele 101","N","2017-04-28 09:00","2017-04-28 10:00","Action Adventure","","0","A beginners class for ukulele, Ukelele is fun and easy to play! come and learn the basic coards and a simple song because who can't have a good time strumming a ukulele.","Ben","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Workshop (With audience participation)","","","","","",""
"560736567fd1ce0b00629ef3e42b2d97","penguicon2017","153","Your Choice. 'Introvert doesn't = antisocial! Check out our series of 3 meetups-- each meetup builds on the last in a fun and meaningful way.' etc.","N","2017-04-28 09:00","2017-04-28 10:00","Life, Wishlist","","0","A few more structured social shindigs would be great? The speed-meet format isn't very comfortable for people who are more introverted. Avoid the kind of superficial small-talk that many introverts (and others) find difficult and annoying. I propose a series of easy, fun, energetic, but organized meetups. Participants could problem solve, invent something, discuss a series of unrelated (but generally amusing) topics, explore, write a story, etc. Stay away from the standard, boring, get-to-know, route-answer Qs. Penguicon folks are a smart creative bunch--get some smart, creative answers by asking the right Qs.<br /> <br /> The 1st, 2nd and final meetup could be based on just about anything--just so long as topics are inclusive, creative, somewhat related, & build on earlier meetup content.","","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Workshop (With audience participation)","","","","Wishlist","",""
"11626f6e68e1f450572bf771fb1999d2","penguicon2017","154","Intro to Git","Y","2017-04-28 09:00","2017-04-28 10:00","Technology, Wishlist","","0","Software Carpentry Git training","","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Computer lab hands on workshop","","","","Wishlist","",""
"a8fe51aea576a617d129ec2c0ca029b1","penguicon2017","155","Magic the Gathering","Y","2017-04-28 09:00","2017-04-28 10:00","Gaming, Wishlist","","0","Let's play Magic! or maybe talk about Magic?","","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Multiple Speakers ( Multiple Speakers discuss a topic in front of an audience),Panel","","","","Wishlist","",""
"34107cd036bcb3127ce951baf1b24b7b","penguicon2017","156","Space Travel Tech: Sci-Fi and Beyond","Y","2017-04-28 09:00","2017-04-28 10:00","Science, Technology","","0","Space Travel Methods and Technologies In SciFi media- To discuss methods and technologies involved in space travel as described by Sci-fi literature, movies and videogames. What is practical? What is too fantastic to ever happen? What is even being developed today?","","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Multiple Speakers ( Multiple Speakers discuss a topic in front of an audience),Panel","","","","Wishlist","",""
"b0dbf4acd0370df379b00da0f90d6c53","penguicon2017","157","Pepakura - Papercraft for Cosplay! (Beginner Course)","Y","2017-04-28 09:00","2017-04-28 10:00","Cosplay, Wishlist","","0","Instructional course on how to put together accessories for cosplay using paper and glue. Include discussion of different types of folding, paper, glue, and 3D modeling software. Will make a basic piece like an arm cuff from start to finish.","","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Demonstrating an activity or technique (Without audience participation)","","","","Wishlist","",""
"089d231705712b57d3d87447e998327e","penguicon2017","158","The Pepakura for What Ails Ya - Paper Armor for Cosplay!","Y","2017-04-28 09:00","2017-04-28 10:00","Cosplay, Wishlist","","0","Pepakura (papercrafting) for the advanced cosplayer. This panel would be for folks who already have experience papercrafting and who are looking to use this technique to make armor and other pieces. Discuss preferred types of paper, glue, 3D modeling software, etc. Discuss drafting panels and fitting your armor. If possible, demonstrate a simple helmet design from start to finish.","","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Workshop (With audience participation)","","","","Wishlist","",""
"a99baca80ec0b312d3d700955d3b4447","penguicon2017","159","Basic Makeup for Cosplayers","Y","2017-04-28 09:00","2017-04-28 10:00","Cosplay, Wishlist","","0","Demonstrate classic cosplay makeup techniques that are associated with anime characters such as creating a 'clean canvas' with foundation, dramatic eyeliner, and contouring. Show blocking out/recoloring of eyebrows if times allows. All genders encouraged.","","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Demonstrating an activity or technique (Without audience participation)","","","","Wishlist","",""
"814377292de878d303cc0b7947a4aa97","penguicon2017","16","Bash on Ubuntu on Windows","N","2017-04-28 09:00","2017-04-28 10:00","Tech","","0","Windows 10 now provides developers with a familiar Bash environment. This environment will allow users to:<br /> 1. Run common command line utilities such as grep, sed, and awk<br /> 2. Navigate the file system using these commands<br /> 3. Run bash shell scripts which rely on supported command line utilities<br /> Windows accomplishes this through the Windows Subsystem for Linux which allows Ubuntu user-mode binaries provided by Canonical to run on Windows 10. This means that the command line utilities are the same as those that run within a native Ubuntu environment. In this session we will showcase scripting, code editing / compilation, and execution of X11 apps compiled for Linux using a local X11 server from within the Bash on Ubuntu on Windows environment. We will then discuss the implications of these features as they relate to existing developer workflows. Finally, we will show how to obtain the latest bits for Bash on Ubuntu on Windows that are in the Windows 10 Anniversary update.","Kevin Remde","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Panel, Talk/Lecture (Single speaker discussing a topic, possibly taking questions)","","","","","",""
"6df875f6b65b16d65fea717ee79bab86","penguicon2017","160","Ears to You - Basic Prosthetics for Cosplay","Y","2017-04-28 09:00","2017-04-28 10:00","Cosplay, Wishlist","","0","Discussion of different prosthetic makeup appliances available to cosplayers. Talk about different materials, costs, pros and cons, how to blend prosthetics, etc. Discuss latex appliances as well as fake hair, beards, eyebrow block-out.","","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Panel,possibly taking questions),Talk/Lecture (Single speaker discussing a topic","","","","Wishlist","",""
"004d251b7348aa927844852c9884faf5","penguicon2017","161","Props to You - Cosplay Props and How to Make Them","Y","2017-04-28 09:00","2017-04-28 10:00","Cosplay, Wishlist","","0","The speaker would bring in several different type s of props and give a brief speech on how they were constructed. This would be a question-heavy panel so much of the content will depend on the audience, but the speaker should be able to discuss many different techniques and materials. Emphasis on making props from cheap, easy-to-obtain materials.","","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Panel,possibly taking questions),Talk/Lecture (Single speaker discussing a topic","","","","Wishlist","",""
"777270b20daafdb4f8a1b16d033150f0","penguicon2017","162","Costume or Clothing? The Details Make the Difference!","Y","2017-04-28 09:00","2017-04-28 10:00","Cosplay, Wishlist","","0","This panel would concentrate on the little details that make a cosplay look less like a costume and more like custom clothing that one works and plays in. Discussion should include aging techniques, trimming, working with colors, etc. It would be nice to have the panelists bring examples of costumes, with a reference for audience members to compare.","","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Multiple Speakers ( Multiple Speakers discuss a topic in front of an audience),Panel","","","","Wishlist","",""
"7c4792068296b15e692bf3e667b51e58","penguicon2017","163","Ya Gotta Have Blue Hair - Basics of Cosplay Wigs","Y","2017-04-28 09:00","2017-04-28 10:00","Cosplay, Wishlist","","0","What's a wig? How does one wear them? This panel should demonstrate basic wig anatomy, wig caps, coloring/hiding sideburns, and wig maintenance. Also discuss where to buy wigs with a range of budgets.","","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Multiple Speakers ( Multiple Speakers discuss a topic in front of an audience),Panel","","","","Wishlist","",""
"aba2119d20e99fc9e69ab9891a87af9f","penguicon2017","164","Cosplay Positivity - Love Your Body!","Y","2017-04-28 09:00","2017-04-28 10:00","Cosplay, Wishlist","","0","A discussion about cosplay, body image, and how it affects all of us. This should be a multiple-speaker panel with about half of the time allotted for questions from the audience. All genders and body types encouraged to attend.","","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Multiple Speakers ( Multiple Speakers discuss a topic in front of an audience),Panel","","","","Wishlist","",""
"57daa1b021ac9d82d30fdcca84a6319d","penguicon2017","165","Being Huge Poser - How to Look Good in Cosplay Photos!","Y","2017-04-28 09:00","2017-04-28 10:00","Cosplay, Wishlist","","0","Discuss lighting, settings, and posing alone and with props or a partner. Go over editing techniques and software preferences. Talk about how to take advantage of natural settings and cityscapes.","","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Multiple Speakers ( Multiple Speakers discuss a topic in front of an audience),Panel","","","","Wishlist","",""
"906c731d029a64a7c33f2c7192835234","penguicon2017","166","Am I Cosplaying Responsibly?","Y","2017-04-28 09:00","2017-04-28 10:00","Cosplay, Wishlist","","0","A panel that discusses the inherent problems in cosplaying characters of color in a socially-aware environment. This will be a gentle, inclusive conversation that attempts to listen to all points of view. The point will be to educate cosplayers and turn them away from using offensive makeup to cosplay.","","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Multiple Speakers ( Multiple Speakers discuss a topic in front of an audience),Panel","","","","Wishlist","",""
"3ca9030464377c61a573563824acdd3d","penguicon2017","168","Photo-Stories","Y","2017-04-28 09:00","2017-04-28 10:00","Media, Wishlist","","0","Photographers do a 'show and tell' of projects. Depending on the number of submissions and types of stories there can be several short stories told with Q/A at the end.","","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Music/Film/Spoken Performance","","","","Wishlist","",""
"87c404ee86399a66e0d5419ca3e21673","penguicon2017","169","Finding your Niche as a media creator/entertainer","Y","2017-04-28 09:00","2017-04-28 10:00","Media, Wishlist","","0","Podcasters, photographers, youtubers, writers and other entertainers get together on a panel to talk about finding focus and a niche.","","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Multiple Speakers ( Multiple Speakers discuss a topic in front of an audience),Panel","","","","Wishlist","",""
"d95213586514ac0cb364cce7997b00b5","penguicon2017","17","Anime In Spaaaace!","N","2017-04-28 09:00","2017-04-28 10:00","Anime","","0","A survey/appreciation of science fiction anime set in space. We'll show clips, and discuss different movies and series. (This will center on 'reasonably realistic' SF and *not* cover mecha series. I will write a better description later).","Paul Kemner","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Panel, Multiple Speakers ( Multiple Speakers discuss a topic in front of an audience)","","","","","",""
"7dc0868446279d826e4dda2443f331d2","penguicon2017","170","Taking up Photography","Y","2017-04-28 09:00","2017-04-28 10:00","Media, Wishlist","","0","Photographers on a panel talking about bases of getting started in photography going beyond taking pictures on a cell phone.","","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Multiple Speakers ( Multiple Speakers discuss a topic in front of an audience),Panel","","","","Wishlist","",""
"5833552e73e73dde7067395a0338bd4d","penguicon2017","171","OpenStreetMap","Y","2017-04-28 09:00","2017-04-28 10:00","Technology, Wishlist","","0","An OpenStreetMap meet up. OpenStreetMap is a large open data/ open source project with contributors around the world, including the Metro-Detroit area. One of the largest contributors, Telenav, even has an office down the road from the con.","","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","all are welcome to join.),Birds of a Feather (Lead by no one,this is an open talk","","","","Wishlist","",""
"51791cb8f436d43234ff424f50676911","penguicon2017","172","Splatterpunk: Making a Comeback","N","2017-04-28 09:00","2017-04-28 10:00","Literature, Wishlist","","0","Splatterpunk Making a Comeback<br /> <br /> Splatterpunk was a term coined in the 1980&rsquo;s by horror journalist and novelist David J. Schow. It is essentially defined as literary horror with graphically described scenes of gore, that is generally extreme in nature. It was the most popular form of horror literature during the late 1980&rsquo;s and early 90&rsquo;s. Some of the most prominent splatterpunk writers included Poppy Z. Brite, Jack Ketchum, David Schow, Robert McCammon, John Skipp and Craig Spector, Joe R. Lansdale and Clive Barker.<br /> <br /> These authors held absolutely nothing back but, at the same time, their fiction can never be considered gore for the sake of gore. This wasn't just shock tactics without substance. No, these writers wanted to fuse extreme violence and horror (the 'splatter') with a confrontational social sensibility (the 'punk') to provide a more streetwise take on our collective fears of the time.<br /> <br /> Now, splatterpunk needs what every genre and sub-genre needs: new voices. Yes, it&rsquo;s a different world now but maybe more than ever in these extreme times we need writers who will push the boundaries, explore the taboo and the bizarre, the gruesome and morbid, and still have important messages to share with their readers.<br /> <br /> In this lecture, I will explore the rise and fall of splatterpunk; the resurgence in extreme horror fiction&rsquo;s popularity; and, of course, why we need splatterpunk now more than ever. <br /> <br />","","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Panel,possibly taking questions),Talk/Lecture (Single speaker discussing a topic","","","","Wishlist","",""
"356297f34bae27175b3cf31e9e9e6b4d","penguicon2017","173","Fave/Worst Anime BOF","Y","2017-04-28 09:00","2017-04-28 10:00","Anime, Wishlist","","0","A panel where anime fans get together and compare their favorite and least favorite anime series/movies and why. Bring your MAL (My Anime List) and geek out about your favorite animes!","","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","all are welcome to join.),Birds of a Feather (Lead by no one,this is an open talk","","","","Wishlist","",""
"82c76af13fa54d6e1b5fa2afc889e145","penguicon2017","174","Retro Anime: Classics that still shine!","Y","2017-04-28 09:00","2017-04-28 10:00","Anime, Wishlist","","0","Talk about some of the best retro anime series out there. This would be a highlight of the classics. What is great about them and why they remain even to this day a must see.","","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Multiple Speakers ( Multiple Speakers discuss a topic in front of an audience),Panel","","","","Wishlist","",""
"0d68bb72d824103be909a4b5dda9ee7f","penguicon2017","175","NTPsec Annual F2F Meeting","Y","2017-04-28 09:00","2017-04-28 10:00","Technology, Wishlist","","0","Open meeting for participants in the NTPsec project (https://www.ntpsec.org) and other interested persons to meet face-to-face. We discuss the past year's progress, plan the next year's activities, and brainstorm. Details available at https://blog.ntpsec.org/2017/01/04/announce-f2f.html","","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Roundtable Discussion (Lead speaker who actively leads discussion with members of the audience)","","","","Wishlist","",""
"8ebc65c3b2db95b22c8d7791332b63dc","penguicon2017","176","Self-Defense","N","2017-04-28 09:00","2017-04-28 10:00","Action Adventure, Wishlist","","0","Tips and tricks to keep in mind for self-defense. How to deal with an attacker.","","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Demonstrating an activity or technique (Without audience participation)","","","","Wishlist","",""
"0c2719959b0ce8ad8afb87aa505c64c9","penguicon2017","177","PARKOUR!!!","Y","2017-04-28 09:00","2017-04-28 10:00","Action Adventure, Wishlist","","0","How does one get started doing parkour? Basic concepts? Beginner moves?","","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Demonstrating an activity or technique (Without audience participation)","","","","Wishlist","",""
"9ffe1a13b7fad36a1018878bc887cc41","penguicon2017","178","3D felting 101","Y","2017-04-28 09:00","2017-04-28 10:00","DIY, Wishlist","","0","Beginner tips for how to felt a 3-d object. The basics of working with a wire armature.","","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Workshop (With audience participation)","","","","Wishlist","",""
"c0da055ea81cb3f974f246ca2b36b5ec","penguicon2017","179","Change a tire!","Y","2017-04-28 09:00","2017-04-28 10:00","DIY, Life, Wishlist","","0","I'm shocked at the number of people who can't change a tire, and have to call AAA for a flat! Have someone go over the 'how to' of it.","","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Demonstrating an activity or technique (Without audience participation)","","","","Wishlist","",""
"6d1a3da44493fba30b83253335b650d1","penguicon2017","18","Anime Fanservice - Where do you draw the line?","N","2017-04-28 09:00","2017-04-28 10:00","Anime","","0","(Will write a better description later) Discussion of fanservice in anime. With the advent of animefeminist.com, some serious discussion is taking place. 'Gratuitous sexual titillation' is one aspect- is it appropriate in some anime genres but not others? We might also touch on non-sexual forms of fanservice.","Paul Kemner","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Panel, Multiple Speakers ( Multiple Speakers discuss a topic in front of an audience)","","","","","",""
"5e913fc92fb97713a60c24ba7b1dd903","penguicon2017","180","Urban Spelunking 101","Y","2017-04-28 09:00","2017-04-28 10:00","Action Adventure, Wishlist","","0","Info on how to safely (and legally?) experience Urban Exploration","","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Panel,possibly taking questions),Talk/Lecture (Single speaker discussing a topic","","","","Wishlist","",""
"3c1d76fa0b283ac85dba289c6ac8122e","penguicon2017","181","Bitcoin 101","Y","2017-04-28 09:00","2017-04-28 10:00","Technology, Wishlist","","0","An introduction to Bitcoin and cryptocurrencies","","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Panel,possibly taking questions),Talk/Lecture (Single speaker discussing a topic","","","","Wishlist","",""
"c281bf7f9ffdbbd00f2fc14c1a5b2194","penguicon2017","182","Drone Racing 101","Y","2017-04-28 09:00","2017-04-28 10:00","Action Adventure, Wishlist","","0","Drone Racing 101 - Learning the in and outs of competitive drone racing","","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Panel,possibly taking questions),Talk/Lecture (Single speaker discussing a topic","","","","Wishlist","",""
"9b0672a1686504108aa04116a4ccb01a","penguicon2017","183","Adventures for Introverts","Y","2017-04-28 09:00","2017-04-28 10:00","Action Adventure, Wishlist","","0","Adventures for introverts! - being adventurous can be hard when you're an introvert, here are some ideas and experiences from introverts. I.E Hiking, scenic driving routes in Michigan, best reading spots.","","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","all are welcome to join.),Birds of a Feather (Lead by no one,this is an open talk","","","","Wishlist","",""
"bb201265975913ddd8882dbcd9517298","penguicon2017","184","Good Vibes","Y","2017-04-28 09:00","2017-04-28 10:00","After Dark, Wishlist","","0","Getting to know your vibrator, how do you use this? different styles, best lubes and cleaning methods","","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Multiple Speakers ( Multiple Speakers discuss a topic in front of an audience),Panel","","","","Wishlist","",""
"dd392605909468deaeceeb531eb81147","penguicon2017","185","Know Your Anime","Y","2017-04-28 09:00","2017-04-28 10:00","Anime, Wishlist","","0","What qualifies as anime? is Steven universe or bobs burgers anime or cartoon? &nbsp;What about RWBY? What defines the anime 'style'? Does the work have to orginate in Japan for it to be considered Anime?","","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","all are welcome to join.),Birds of a Feather (Lead by no one,this is an open talk","","","","Wishlist","",""
"d091f8178c92d87d9ca2be3068916ce4","penguicon2017","186","3D Print Your Cosplay","Y","2017-04-28 09:00","2017-04-28 10:00","Cosplay, Wishlist","","0","using a 3D printer for cosplay, from making molds to printing masks, the tips and tricks to using your materials to make the ultimate cosplay","","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Multiple Speakers ( Multiple Speakers discuss a topic in front of an audience),Panel","","","","Wishlist","",""
"484488d8b0914db12282a2b1b5bc9b79","penguicon2017","187","DIY wet felt","Y","2017-04-28 09:00","2017-04-28 10:00","DIY, Wishlist","","0","Learn how to make things using wet felt","","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Multiple Speakers ( Multiple Speakers discuss a topic in front of an audience),Panel","","","","Wishlist","",""
"49d1ec35cc6f9fe5b8bc2d315ab1fd74","penguicon2017","188","Ramen yummys","Y","2017-04-28 09:00","2017-04-28 10:00","Food, Wishlist","","0","best noods for your buck, best ramen, udon, etc. grocery or restaurant. taste tests.","","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Demonstrating an activity or technique (Without audience participation)","","","","Wishlist","",""
"8259f62a961e263f094807802354d44c","penguicon2017","189","Gaming in your neighborhood","Y","2017-04-28 09:00","2017-04-28 10:00","Gaming, Wishlist","","0","Local gaming groups and cons in the Michigan area.","","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","all are welcome to join.),Birds of a Feather (Lead by no one,this is an open talk","","","","Wishlist","",""
"14173639aa07c189644afd8162363fdb","penguicon2017","19","magic the gathering","N","2017-04-28 09:00","2017-04-28 10:00","Gaming","","0","during the course of the convention different events will be held to help raise funds for a charity. there will be products at the booths to be sold during the convention. some of the events include speakers,demonstration, hands on participation, and etc.","(reserving table)(undecided on name because we need to know how many tables there are avalible","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Roundtable Discussion (Lead speaker who actively leads discussion with members of the audience)","","","","","",""
"95ce989c99b35c12b5e94e6621e7e614","penguicon2017","190","Sustainable Living","Y","2017-04-28 09:00","2017-04-28 10:00","Life, Wishlist","","0","Raising bees and urban farming tips and DIY's","","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Multiple Speakers ( Multiple Speakers discuss a topic in front of an audience),Panel","","","","Wishlist","",""
"bd5ba4b615edd1294df83787656cb5bc","penguicon2017","191","3D printing your body","Y","2017-04-28 09:00","2017-04-28 10:00","Science","","0","advancement in 3D printing, from new organs to new legs, what is the future of 3D printing in the medical industry","","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Panel,possibly taking questions),Talk/Lecture (Single speaker discussing a topic","","","","Wishlist","",""
"7ca3c5c0310fca328c1f786920fe9c32","penguicon2017","192","The Open Soda guy tells you to stop drinking pop(or how Bill lost over 80 pounds)","N","2017-04-28 09:00","2017-04-28 10:00","Food, Life","","0","Bill Putt(one of the founders of Open Soda) discusses his weight loss journey. He was pushing the scales at 400 pounds and is an extremely picky eater. He will talk about what inspired him, things he learn on the way, challenges of losing weight as a super taster and simple ideas that made big impact. He will attempt to inspire all who come hear him talk to make changes to their life as well.","","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Panel,possibly taking questions),Talk/Lecture (Single speaker discussing a topic","","","","","",""
"0dae52a55a4fb955bf5a917b759ad0eb","penguicon2017","193","Sci Fi Vehicle showdown - Land Based","Y","2017-04-28 09:00","2017-04-28 10:00","Literature, Wishlist","","0","Ever wonder If K.I.T.T could take the Mach 1? Think the Ecto 1 could blow the doors off the Delorean from Back to the Future? Come nominate, vote, and cheer on this years bracket style showdown. Who does the audience and panel of judges think will win this showdown?&nbsp;","","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Multiple Speakers ( Multiple Speakers discuss a topic in front of an audience),Panel","","","","Wishlist","",""
"84436b230004a11a0075093bf328a342","penguicon2017","194","Are you a supertaster?","Y","2017-04-28 09:00","2017-04-28 10:00","Food, Wishlist","","0","There are those in the world with more taste buds than the average person. There are also those who are can pick up on one of 3 bitter compounds. Then there are folks like Bill Putt who (as a self professed level 4 super taster) has more taste buds and ca&nbsp;","","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Workshop (With audience participation)","","","","Wishlist","",""
"0007fa04bc57e4ef08fc2f611358b43a","penguicon2017","195","How Game Titles Work","Y","2017-04-28 09:00","2017-04-28 10:00","Gaming, Media, Technology","","0","Where do the names of video games come from? Leonard Richardson, author of 'Constellation Games', had to come up with dozens of plausible game titles, so he broke it down in https://www.crummy.com/2009/1/31/0 . See him present his findings and analyze how video game titles have changed over time.","","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Panel,possibly taking questions),Talk/Lecture (Single speaker discussing a topic","","","","Wishlist","",""
"28040b9c69e725246f4713737fd2e9ee","penguicon2017","196","Bots You Should Look At","Y","2017-04-28 09:00","2017-04-28 10:00","Gaming, Literature, Media, Technology, Wishlist","","0","Twitter bots, Minecraft levels, and more -- let's talk about underappreciated computerized art that is doing really interesting things with narrative, interactivity, and language.","","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Multiple Speakers ( Multiple Speakers discuss a topic in front of an audience),Panel","","","","Wishlist","",""
"0fb3917814df5ab2a5b39aa22a5c8fbd","penguicon2017","197","What We Learn From BoardGameGeek","Y","2017-04-28 09:00","2017-04-28 10:00","Gaming, Wishlist","","0","What are the rare subgenres, the ought-to-be-reprinted, and the other oddities that come up when you analyze reviews of board games? Let's look at BoardGameGeek through the data analysis at Loaded Dice https://www.crummy.com/writing/Loaded%20Dice/ and talk about what we find.","","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Multiple Speakers ( Multiple Speakers discuss a topic in front of an audience),Panel","","","","Wishlist","",""
"eebfba0a2da881d485039d164a344a47","penguicon2017","198","Pengui-plomacy","N","2017-04-28 09:00","2017-04-28 10:00","Gaming","","0","A weekend-long game of Diplomacy. Teams of up to 3 would sign up to be play the role of a fictional Penguicon department. After a 45 minute introductory panel to explain the rules and gameplay, teams will take their first turns then reconvene at pre-established times and places throughout the con to take further turns until one team wins or we reach the final turn. Winner to receive up to three free memberships to Penguicon 2018 (which I will obtain for them unless that year wishes to donate them)<br /> <br /> I would like the winner announced at closing ceremonies if possible.","","","","","","Jer_","TBA","1500 Town Center, Southfield, MI 48075","","Game","","","","","",""
"8cb2a963e2577c1676fa6e5bceb40137","penguicon2017","2","Listening to Your Character","N","2017-04-28 09:00","2017-04-28 10:00","Literature","","0","Sure, it's actually your subconscious speaking, but occasionally your characters act in ways you don't expect them to. The panel will discuss the importance of allowing your characters free reign to follow their paths.","Michael Cieslak","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Panel, Multiple Speakers ( Multiple Speakers discuss a topic in front of an audience)","","","","","",""
"41e3a9a2347f97534e5a5d9c1f20de5d","penguicon2017","20","Paint your gaming minis!","N","2017-04-28 09:00","2017-04-28 10:00","Gaming","","0","It's one thing to admire award-winning models, but the experience of painting your first models, squad or game set can be as rewarding as winning the game for which the models are for. In this class you'll learn the basics of model painting, from care and cleaning of your brushes to the techniques (like effective basecoating, drybrushing and washing) and usable advice (about colour selection) that will give you great results you can be proud of. <br /> <br /> All supplies (including paint, brushes and models) will be supplied, but feel free to bring your own supplies if you'd like to get some guidance on how to use them.","(reserving table)(undecided on name because we need to know how many tables there are avalible","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Workshop (With audience participation)","","","","","",""
"e828d0431c035f84d243b442802bf909","penguicon2017","200","Treasure hunt","N","2017-04-28 09:00","2017-04-28 10:00","Mayhem, Wishlist","","0","Treasure hunt","","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Non-panel","","","","Wishlist","",""
"f8300d0789c77b2cd024ddb920179f0a","penguicon2017","204","Picture bingo","N","2017-04-28 09:00","2017-04-28 10:00","Mayhem, Wishlist","","0","Picture bingo","","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Non-panel","","","","","",""
"23e9e4b6d79277fdc934ed87d1ac65b9","penguicon2017","205","Growing a Gaming Group","Y","2017-04-28 09:00","2017-04-28 10:00","Gaming, Wishlist","","0","Tips and pointers on how to start up a board gaming group in your area","","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Roundtable Discussion (Lead speaker who actively leads discussion with members of the audience)","","","","Wishlist","",""
"55744ae146d6f2ebe95f484acdaf1fb3","penguicon2017","206","IRL better: Cohousing, co-ops, and intentional communities","Y","2017-04-28 09:00","2017-04-28 10:00","Life, Wishlist","","0","Panelists share their experiences with socially and environmentally sustainable ways to form housing communities.","","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Multiple Speakers ( Multiple Speakers discuss a topic in front of an audience),Panel","","","","Wishlist","",""
"fd60e6510b4762cf10e0716c143b6231","penguicon2017","207","Why do publishers and editors take so long?","Y","2017-04-28 09:00","2017-04-28 10:00","Literature, Wishlist","","0","Editors and publishers [and/or agents] explain what takes up their time before they get to read your mss. -- what you may not understand about what their jobs entail before they even get to editing. And why they can often decide about a ms. in the first five pages. How can *you* get to skip the slush pile? Well...","","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Multiple Speakers ( Multiple Speakers discuss a topic in front of an audience),Panel","","","","Wishlist","",""
